"","Campus","StudyField","Branch","Role","EduLevel","ProgLang","Databases","Platform","WebFramework","Industry","AISearch","AIToolCurrently.Using","Employment"
"86","Durban Campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Blockchain","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;Java","None","None","None","Not Stated","None","Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ","Employed, part-time"
"87","Durban Campus","Data Science","I am a developer by profession","Developer; back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL","Dynamodb;PostgreSQL","Amazon Web Services (AWS);Oracle Cloud Infrastructure (OCI)","Flask;Spring Boot","Not Stated","ChatGPT","None","Employed, full-time"
"88","Durban Campus","Computer Science","I am a developer by profession","Engineer; data","Associate degree (A.A., A.S., etc.)","C#;Python;SQL","Dynamodb;Microsoft SQL Server;PostgreSQL","Amazon Web Services (AWS)","Angular;ASP.NET;ASP.NET CORE","Not Stated","None","None","Employed, full-time"
"89","Durban Campus","Data Science","I am a developer by profession","Developer; full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;HTML/CSS;JavaScript;SQL","Microsoft SQL Server;MongoDB","Netlify;Vercel","ASP.NET CORE;jQuery","Not Stated","None","None","Employed, full-time"
"90","Durban Campus","Data Science","I am a developer by profession","Developer; full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Assembly;C#;C++;HTML/CSS;Java;JavaScript;MATLAB;PHP;Python;Solidity;SQL","Microsoft SQL Server;MySQL","Amazon Web Services (AWS);Google Cloud;Microsoft Azure","ASP.NET CORE;Blazor","Not Stated","Bing AI;ChatGPT;Google Bard AI","Writing code;Documenting code;Debugging and getting help;Testing code","Independent contractor, freelancer, or self-employed"
"91","Durban Campus","IT","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;C++;F#;Go;JavaScript;Kotlin;MATLAB;PowerShell;Python;R;Rust;SQL;TypeScript","Cassandra;Clickhouse;Cloud Firestore;Cosmos DB;Dynamodb;MariaDB;MongoDB;MySQL;Redis","Amazon Web Services (AWS);Fly.io;Microsoft Azure;Vercel","Angular;AngularJS;Blazor;NestJS;Next.js;Node.js;React","Information Services; IT; Software Development; Technology","ChatGPT","Writing code;Debugging and getting help;Testing code;Committing and reviewing code","Employed, full-time"
"92","Durban Campus","Computer Science","I am a developer by profession","Developer; back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;Java;JavaScript;Python;SQL","Elasticsearch;Firebase Realtime Database;Oracle","Firebase;Google Cloud","Flask;Node.js;Spring Boot;Vue.js","Not Stated","ChatGPT","Debugging and getting help","Independent contractor, freelancer, or self-employed"
"93","Durban Campus","Computer Science","I code primarily as a hobby","N/A","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;Python","None","None","Django;Vue.js","Not Stated","None","Learning about a codebase;Writing code;Debugging and getting help","Retired"
"94","Durban Campus","Computer Science","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","JavaScript;PHP","Oracle;SQLite","None","Laravel;Vue.js","Not Stated","ChatGPT","None","Employed, full-time"
"95","Durban Campus","Data Science","I am a developer by profession","Developer; front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;Rust;TypeScript","None","Google Cloud","Next.js;React","Retail and Consumer Services","None","None","Employed, full-time"
"96","Durban Campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","System administrator","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);Perl;Ruby","PostgreSQL","Managed Hosting","None","Not Stated","None","None","Employed, full-time"
"97","Durban Campus","Computer Science","I am a developer by profession","Developer; full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","C#;HTML/CSS;JavaScript;SQL;Visual Basic (.Net)","Microsoft Access;Microsoft SQL Server;MySQL;SQLite","Amazon Web Services (AWS)","ASP.NET;ASP.NET CORE;jQuery","Not Stated","None","None","Independent contractor, freelancer, or self-employed"
"98","Durban Campus","Computer Science","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;Python;TypeScript","Microsoft SQL Server;PostgreSQL;SQLite","Google Cloud;Heroku","Fastify;Nuxt.js;Vue.js","Legal Services","None","None","Employed, full-time"
"99","Durban Campus","Data Science","I am a developer by profession","Developer; back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);JavaScript;PHP;Python;SQL","MongoDB;MySQL;PostgreSQL","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Managed Hosting","Symfony","Not Stated","Bing AI","None","Employed, full-time;Independent contractor, freelancer, or self-employed"
"100","Durban Campus","IT","I am a developer by profession","Developer; back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Python","BigQuery;Couch DB;MySQL;PostgreSQL;Redis","Google Cloud","FastAPI;Flask;Node.js","Not Stated","None","Documenting code;Testing code","Employed, full-time"
"101","Durban Campus","Computer Science","I am a developer by profession","Developer; front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;TypeScript","Firebase Realtime Database","Cloudflare;Firebase","Angular;Next.js;React","Not Stated","ChatGPT","Learning about a codebase;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring","Employed, full-time"
"102","Durban Campus","IT","I am a developer by profession","Developer; front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;TypeScript","Firebase Realtime Database","Google Cloud","Angular","Information Services; IT; Software Development; Technology","None","None","Employed, full-time"
"103","Durban Campus","IT","I am a developer by profession","Developer; back-end","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Java;Rust;TypeScript","MySQL;PostgreSQL","Managed Hosting;Microsoft Azure","Next.js;React;Spring Boot","Not Stated","ChatGPT","Learning about a codebase;Writing code;Debugging and getting help","Employed, full-time"
"104","Durban Campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","DevOps specialist","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Go;Python;Ruby","Couch DB;PostgreSQL","Amazon Web Services (AWS);Oracle Cloud Infrastructure (OCI);VMware","FastAPI","Not Stated","ChatGPT","Writing code;Documenting code;Testing code","Employed, full-time"
"105","Durban Campus","Data Science","I am a developer by profession","Developer; QA ;test","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Java;JavaScript","MongoDB;PostgreSQL","Google Cloud;VMware","Spring Boot","Advertising Services","ChatGPT","None","Employed, full-time"
"106","Durban Campus","Data Science","I am a developer by profession","Developer; full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;Go;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript","MariaDB;MySQL;Oracle;PostgreSQL;Redis","None","Angular;AngularJS;ASP.NET;ASP.NET CORE;Drupal;jQuery;Node.js;Vue.js","Information Services; IT; Software Development; Technology","Bing AI;ChatGPT;Google Bard AI;WolframAlpha","Learning about a codebase;Writing code;Debugging and getting help;Committing and reviewing code","Employed, full-time"
"107","Durban Campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","System administrator","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;Python;Rust;SQL","Elasticsearch;MariaDB;Microsoft SQL Server;MySQL;SQLite","OpenStack;VMware","Symfony;WordPress","Other","None","None","Employed, full-time"
"108","Durban Campus","IT","I am a developer by profession","Developer; QA ;test","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);C;Go;Java;JavaScript;Perl;PowerShell;Python;R;Raku","Cassandra;Elasticsearch;InfluxDB;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;Redis","Amazon Web Services (AWS);Google Cloud;Microsoft Azure;VMware","Express;FastAPI;Flask;jQuery;Node.js;Spring Boot","Not Stated","Bing AI;ChatGPT;WolframAlpha","None","Employed, full-time"
"109","Durban Campus","Data Science","I am learning to code","N/A","Something else","Dart;HTML/CSS;JavaScript;Python","SQLite","None","Express;Flask;Node.js;WordPress","N/A","Bing AI","None","Not employed, and not looking for work"
"110","Durban Campus","IT","I am a developer by profession","Cloud infrastructure engineer","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;C++;PHP;Python","Cloud Firestore;Cosmos DB;MySQL","Cloudflare;Microsoft Azure","ASP.NET CORE","Not Stated","Bing AI;ChatGPT","Writing code;Documenting code;Debugging and getting help","Employed, full-time"
"111","Durban Campus","IT","I am not primarily a developer, but I write code sometimes as part of my work/studies","Developer; mobile","Some college/university study without earning a degree","Objective-C;Swift","Cloud Firestore;Firebase Realtime Database","Firebase","WordPress","N/A","Bing AI;ChatGPT","Writing code;Documenting code;Debugging and getting help","Not employed, but looking for work"
"112","Durban Campus","IT","I code primarily as a hobby","N/A","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;Python","SQLite","None","Flask;jQuery","N/A","None","None","Not employed, and not looking for work"
"113","Durban Campus","Data Science","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Java","PostgreSQL","None","Spring Boot","Information Services; IT; Software Development; Technology","None","None","Employed, full-time"
"114","Durban Campus","Data Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","N/A","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Not Stated","None","None","None","Not Stated","None","None","Student, full-time"
"115","Durban Campus","Computer Science","I am a developer by profession","Developer; mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;Objective-C;Ruby;Swift","Cloud Firestore;Firebase Realtime Database;SQLite","Amazon Web Services (AWS);Firebase;Google Cloud;Hetzner","None","Other","None","None","Employed, full-time"
"116","Durban Campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","DevOps specialist","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript","MariaDB;PostgreSQL;SQLite","Google Cloud;VMware","Angular;Django;Node.js","Not Stated","ChatGPT;WolframAlpha","None","Employed, full-time"
"117","Durban Campus","IT","I code primarily as a hobby","N/A","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","HTML/CSS;Java;JavaScript;Python","Firebase Realtime Database;PostgreSQL","None","React","Not Stated","ChatGPT","None","Student, full-time"
"118","Durban Campus","Data Science","I am learning to code","Developer; full-stack","Some college/university study without earning a degree","C#;HTML/CSS;Java;JavaScript;MATLAB;Python","Microsoft Access;MongoDB;MySQL;PostgreSQL;SQLite","Heroku;Netlify;Render;Vercel","Express;Flask;jQuery;Next.js;React","N/A","Bing AI;ChatGPT;WolframAlpha","Learning about a codebase;Project planning;Writing code;Debugging and getting help;Committing and reviewing code","Not employed, but looking for work"
"119","Durban Campus","Computer Science","I am a developer by profession","Developer; mobile","Associate degree (A.A., A.S., etc.)","C#;C++;HTML/CSS;Java;JavaScript;MATLAB;PowerShell;SQL","MySQL;SQLite","Microsoft Azure","Angular;ASP.NET CORE","Healthcare","ChatGPT","Writing code","Employed, full-time;Student, part-time"
"120","Durban Campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Python","PostgreSQL;Redis","Amazon Web Services (AWS)","Django","N/A","ChatGPT","None","Not employed, but looking for work"
"121","Durban Campus","IT","I am a developer by profession","Cloud infrastructure engineer","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Go;JavaScript;Python","Dynamodb;MySQL;PostgreSQL;SQLite","Amazon Web Services (AWS);Google Cloud;Microsoft Azure","Django;React","Information Services; IT; Software Development; Technology","Bing AI;ChatGPT","None","Employed, full-time"
"122","Durban Campus","Computer Science","I code primarily as a hobby","N/A","Some college/university study without earning a degree","C#;HTML/CSS;Java;Lua","H2;SQLite","None","ASP.NET;ASP.NET CORE;Node.js","Not Stated","Bing AI;ChatGPT","Debugging and getting help","Student, full-time"
"123","Durban Campus","IT","I code primarily as a hobby","N/A","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Bash/Shell (all shells);Go;HTML/CSS;Lua;Python;SQL;Swift","Firebase Realtime Database;MySQL;SQLite","Firebase","None","Not Stated","ChatGPT","Writing code","Student, full-time"
"124","Durban Campus","Data Science","I am learning to code","N/A","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","C;C#;HTML/CSS;JavaScript;TypeScript","None","Microsoft Azure","Node.js;Svelte;Vue.js","Not Stated","ChatGPT","Writing code;Documenting code;Debugging and getting help;Testing code","Student, full-time"
"125","Durban Campus","Data Science","I am a developer by profession","N/A","Primary/elementary school","Dart;Go;HTML/CSS;JavaScript;Python;TypeScript","MongoDB","Firebase;Fly.io;Google Cloud;Heroku;Netlify;Render;Vercel","ASP.NET;ASP.NET CORE;Express;Fastify;Next.js;Node.js;React;Remix;Solid.js;Vue.js","Not Stated","ChatGPT;Phind","Writing code","Student, part-time"
